"Protein","Label","log2FC","SE","Tvalue","DF","pvalue","adj.pvalue","issue","MissingPercentage","ImputationPercentage","accession","Code1","Annotation","Code2","Species","BiologicalProcess","GOTerms","Pathway","ProteinCode"
"CHOYP_1433Z.1.1|m.17045","Eelgrass-Bare",0.506301247638788,0.566463409520536,0.893793383878634,16,0.384679898112678,0.942060864972504,NA,0,0,"sp|Q2F637|1433Z_BOMMO","1433Z_BOMMO","14-3-3 protein zeta","14-3-3zeta","Bombyx mori (Silk moth)","0","GO:0005737","0","PF00244;"
"CHOYP_LOC770082.3.4|m.34164","Eelgrass-Bare",-1.18443568881712,0.896358125511476,-1.32138668140177,14,0.207561373339161,0.86344556610781,NA,0.1,0,"sp|Q9CZJ2|HS12B_MOUSE","HS12B_MOUSE","Heat shock 70 kDa protein 12B","Hspa12b","Mus musculus (Mouse)","0","GO:0005524","0","0"
"CHOYP_LOC770082.4.4|m.37278","Eelgrass-Bare",0.336671960490429,1.26546605732295,0.266045824415588,14,0.794081922654674,0.994769849747695,NA,0.1,0,"sp|Q9CZJ2|HS12B_MOUSE","HS12B_MOUSE","Heat shock 70 kDa protein 12B","Hspa12b","Mus musculus (Mouse)","0","GO:0005524","0","0"
"CHOYP_LOC778718.1.1|m.29230","Eelgrass-Bare",-0.14534807872908,0.275247101153555,-0.528063976404944,16,0.604702252754742,0.979591620635068,NA,0,0,"sp|O54879|HMGB3_MOUSE","HMGB3_MOUSE","High mobility group protein B3 (High mobility group protein 2a) (HMG-2a) (High mobility group protein 4) (HMG-4)","Hmgb3 Hmg2a Hmg4","Mus musculus (Mouse)","DNA geometric change [GO:0032392]; innate immune response [GO:0045087]; negative regulation of B cell differentiation [GO:0045578]; negative regulation of myeloid cell differentiation [GO:0045638]; regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]","GO:0000400; GO:0003677; GO:0003723; GO:0005634; GO:0005694; GO:0005737; GO:0006351; GO:0006355; GO:0008301; GO:0032392; GO:0045087; GO:0045578; GO:0045638","0","PF00505;PF09011;"
"CHOYP_LONM.1.1|m.7031","Eelgrass-Bare",-0.947512222807506,0.788257446075737,-1.20203396431534,15,0.247984102469766,0.872936622060819,NA,0.05,0,"sp|Q8CGK3|LONM_MOUSE","LONM_MOUSE","Lon protease homolog, mitochondrial (EC 3.4.21.-) (Lon protease-like protein) (LONP) (Mitochondrial ATP-dependent protease Lon) (Serine protease 15)","Lonp1 Prss15","Mus musculus (Mouse)","aging [GO:0007568]; cellular response to oxidative stress [GO:0034599]; chaperone-mediated protein complex assembly [GO:0051131]; misfolded or incompletely synthesized protein catabolic process [GO:0006515]; mitochondrion organization [GO:0007005]; oxidation-dependent protein catabolic process [GO:0070407]; protein homooligomerization [GO:0051260]; proteolysis [GO:0006508]; proteolysis involved in cellular protein catabolic process [GO:0051603]; regulation of mitochondrial DNA replication [GO:0090296]; response to aluminum ion [GO:0010044]; response to hormone [GO:0009725]; response to hypoxia [GO:0001666]","GO:0001666; GO:0003697; GO:0003727; GO:0004176; GO:0004252; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0005739; GO:0005759; GO:0006508; GO:0006515; GO:0007005; GO:0007568; GO:0009725; GO:0010044; GO:0016020; GO:0016887; GO:0034599; GO:0042645; GO:0043531; GO:0043565; GO:0051131; GO:0051260; GO:0051603; GO:0051880; GO:0070182; GO:0070361; GO:0070407; GO:0090296","0","PF00004;PF05362;PF02190;"
"CHOYP_LRC40.1.2|m.20043","Eelgrass-Bare",0.221839446268263,0.381451925270483,0.581565936810933,16,0.568962760450495,0.979591620635068,NA,0,0,"sp|Q7SXW3|LRC40_DANRE","LRC40_DANRE","Leucine-rich repeat-containing protein 40","lrrc40 zgc:63729","Danio rerio (Zebrafish) (Brachydanio rerio)","0","0","0","PF13855;"
"CHOYP_LRC57.1.1|m.50182","Eelgrass-Bare",0.375715794977612,1.61177101891003,0.233107426904655,16,0.818633964278564,0.994769849747695,NA,0,0,"sp|Q6INV3|LRC57_XENLA","LRC57_XENLA","Leucine-rich repeat-containing protein 57","lrrc57","Xenopus laevis (African clawed frog)","0","0","0","PF13855;"
"CHOYP_LRIG1.1.3|m.954","Eelgrass-Bare",-0.0989720034138306,0.877323420303839,-0.112811308946425,9,0.912656355312446,0.994769849747695,NA,0.35,0,"sp|F7D3V9|LGR5_XENTR","LGR5_XENTR","Leucine-rich repeat-containing G-protein coupled receptor 5","lgr5","Xenopus tropicalis (Western clawed frog) (Silurana tropicalis)","G-protein coupled receptor signaling pathway [GO:0007186]; positive regulation of canonical Wnt signaling pathway [GO:0090263]","GO:0004888; GO:0005887; GO:0007186; GO:0032588; GO:0090263","0","PF13855;"
"CHOYP_LRP5.1.3|m.18025","Eelgrass-Bare",-1.2059277005693,0.946661905583447,-1.27387369604364,16,0.220902420886418,0.86344556610781,NA,0,0,"sp|O75197|LRP5_HUMAN","LRP5_HUMAN","Low-density lipoprotein receptor-related protein 5 (LRP-5)","LRP5 LR3 LRP7","Homo sapiens (Human)","adipose tissue development [GO:0060612]; anatomical structure regression [GO:0060033]; anterior/posterior pattern specification [GO:0009952]; apoptotic process involved in patterning of blood vessels [GO:1902262]; beta-catenin destruction complex disassembly [GO:1904886]; bone marrow development [GO:0048539]; bone morphogenesis [GO:0060349]; bone remodeling [GO:0046849]; branching involved in mammary gland duct morphogenesis [GO:0060444]; canonical Wnt signaling pathway [GO:0060070]; cell-cell signaling involved in mammary gland development [GO:0060764]; cell migration involved in gastrulation [GO:0042074]; cholesterol homeostasis [GO:0042632]; cholesterol metabolic process [GO:0008203]; embryonic digit morphogenesis [GO:0042733]; endocytosis [GO:0006897]; extracellular matrix-cell signaling [GO:0035426]; gastrulation with mouth forming second [GO:0001702]; glucose catabolic process [GO:0006007]; negative regulation of osteoblast differentiation [GO:0045668]; negative regulation of protein serine/threonine kinase activity [GO:0071901]; osteoblast development [GO:0002076]; positive regulation of cell proliferation [GO:0008284]; positive regulation of fat cell differentiation [GO:0045600]; positive regulation of mesenchymal cell proliferation [GO:0002053]; positive regulation of mitotic nuclear division [GO:0045840]; positive regulation of osteoblast proliferation [GO:0033690]; positive regulation of sequence-specific DNA binding transcription factor activity [GO:0051091]; positive regulation of transcription, DNA-templated [GO:0045893]; positive regulation of transcription from RNA polymerase II promoter [GO:0045944]; regulation of apoptotic process [GO:0042981]; regulation of blood pressure [GO:0008217]; regulation of bone remodeling [GO:0046850]; regulation of canonical Wnt signaling pathway [GO:0060828]; regulation of insulin secretion involved in cellular response to glucose stimulus [GO:0061178]; retinal blood vessel morphogenesis [GO:0061304]; retina morphogenesis in camera-type eye [GO:0060042]; somatic stem cell population maintenance [GO:0035019]; Wnt signaling pathway [GO:0016055]; Wnt signaling pathway involved in dorsal/ventral axis specification [GO:0044332]","GO:0001702; GO:0002053; GO:0002076; GO:0005739; GO:0005783; GO:0005886; GO:0006007; GO:0006897; GO:0008203; GO:0008217; GO:0008284; GO:0009952; GO:0016021; GO:0016055; GO:0017147; GO:0033690; GO:0035019; GO:0035426; GO:0042074; GO:0042632; GO:0042733; GO:0042813; GO:0042981; GO:0043235; GO:0044332; GO:0045600; GO:0045668; GO:0045840; GO:0045893; GO:0045944; GO:0046849; GO:0046850; GO:0048539; GO:0051091; GO:0060033; GO:0060042; GO:0060070; GO:0060349; GO:0060444; GO:0060612; GO:0060764; GO:0060828; GO:0061178; GO:0061304; GO:0071901; GO:0071936; GO:1902262; GO:1904886; GO:1904928; GO:1990851; GO:1990909","0","PF00057;PF00058;"
"CHOYP_LRP5.3.3|m.60389","Eelgrass-Bare",-0.145662813327812,0.685712927830514,-0.212425356757769,16,0.83445785298433,0.994769849747695,NA,0,0,"sp|O75197|LRP5_HUMAN","LRP5_HUMAN","Low-density lipoprotein receptor-related protein 5 (LRP-5)","LRP5 LR3 LRP7","Homo sapiens (Human)","adipose tissue development [GO:0060612]; anatomical structure regression [GO:0060033]; anterior/posterior pattern specification [GO:0009952]; apoptotic process involved in patterning of blood vessels [GO:1902262]; beta-catenin destruction complex disassembly [GO:1904886]; bone marrow development [GO:0048539]; bone morphogenesis [GO:0060349]; bone remodeling [GO:0046849]; branching involved in mammary gland duct morphogenesis [GO:0060444]; canonical Wnt signaling pathway [GO:0060070]; cell-cell signaling involved in mammary gland development [GO:0060764]; cell migration involved in gastrulation [GO:0042074]; cholesterol homeostasis [GO:0042632]; cholesterol metabolic process [GO:0008203]; embryonic digit morphogenesis [GO:0042733]; endocytosis [GO:0006897]; extracellular matrix-cell signaling [GO:0035426]; gastrulation with mouth forming second [GO:0001702]; glucose catabolic process [GO:0006007]; negative regulation of osteoblast differentiation [GO:0045668]; negative regulation of protein serine/threonine kinase activity [GO:0071901]; osteoblast development [GO:0002076]; positive regulation of cell proliferation [GO:0008284]; positive regulation of fat cell differentiation [GO:0045600]; positive regulation of mesenchymal cell proliferation [GO:0002053]; positive regulation of mitotic nuclear division [GO:0045840]; positive regulation of osteoblast proliferation [GO:0033690]; positive regulation of sequence-specific DNA binding transcription factor activity [GO:0051091]; positive regulation of transcription, DNA-templated [GO:0045893]; positive regulation of transcription from RNA polymerase II promoter [GO:0045944]; regulation of apoptotic process [GO:0042981]; regulation of blood pressure [GO:0008217]; regulation of bone remodeling [GO:0046850]; regulation of canonical Wnt signaling pathway [GO:0060828]; regulation of insulin secretion involved in cellular response to glucose stimulus [GO:0061178]; retinal blood vessel morphogenesis [GO:0061304]; retina morphogenesis in camera-type eye [GO:0060042]; somatic stem cell population maintenance [GO:0035019]; Wnt signaling pathway [GO:0016055]; Wnt signaling pathway involved in dorsal/ventral axis specification [GO:0044332]","GO:0001702; GO:0002053; GO:0002076; GO:0005739; GO:0005783; GO:0005886; GO:0006007; GO:0006897; GO:0008203; GO:0008217; GO:0008284; GO:0009952; GO:0016021; GO:0016055; GO:0017147; GO:0033690; GO:0035019; GO:0035426; GO:0042074; GO:0042632; GO:0042733; GO:0042813; GO:0042981; GO:0043235; GO:0044332; GO:0045600; GO:0045668; GO:0045840; GO:0045893; GO:0045944; GO:0046849; GO:0046850; GO:0048539; GO:0051091; GO:0060033; GO:0060042; GO:0060070; GO:0060349; GO:0060444; GO:0060612; GO:0060764; GO:0060828; GO:0061178; GO:0061304; GO:0071901; GO:0071936; GO:1902262; GO:1904886; GO:1904928; GO:1990851; GO:1990909","0","PF00057;PF00058;"
"CHOYP_LRRF2.2.2|m.40846","Eelgrass-Bare",-0.531824165213027,0.665666185413597,-0.79893522739568,16,0.436027932443309,0.949138192852695,NA,0,0,"sp|Q2T9W6|LRRF2_BOVIN","LRRF2_BOVIN","Leucine-rich repeat flightless-interacting protein 2 (LRR FLII-interacting protein 2)","LRRFIP2","Bos taurus (Bovine)","regulation of transcription, DNA-templated [GO:0006355]; Wnt signaling pathway [GO:0016055]","GO:0006355; GO:0016055","0","PF09738;"
"CHOYP_LRRX1.6.11|m.41895","Eelgrass-Bare",-0.246491712344734,0.661601700668791,-0.372568135927649,13,0.71547337430814,0.98810540699643,NA,0.15,0,"sp|Q7Z5L3|C1QL2_HUMAN","C1QL2_HUMAN","Complement C1q-like protein 2 (C1q and tumor necrosis factor-related protein 10) (C1q/TNF-related protein 10)","C1QL2 CTRP10","Homo sapiens (Human)","protein oligomerization [GO:0051259]","GO:0005576; GO:0005581; GO:0051259","0","PF00386;PF01391;"
"CHOYP_LSM12.1.1|m.24998","Eelgrass-Bare",-0.380853199047584,0.549462465385942,-0.693137790185675,16,0.498162058389154,0.970283058736241,NA,0,0,"sp|Q5RAT5|LSM12_PONAB","LSM12_PONAB","Protein LSM12 homolog","LSM12","Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)","0","0","0","PF09793;"
"CHOYP_LSM2.1.2|m.54283","Eelgrass-Bare",0.329403823668776,0.375966822339441,0.876151309360414,16,0.393911927703297,0.942060864972504,NA,0,0,"sp|O35900|LSM2_MOUSE","LSM2_MOUSE","U6 snRNA-associated Sm-like protein LSm2 (Protein G7b) (snRNP core Sm-like protein Sm-x5)","Lsm2 G7b","Mus musculus (Mouse)","mRNA catabolic process [GO:0006402]; mRNA splicing, via spliceosome [GO:0000398]; spliceosomal tri-snRNP complex assembly [GO:0000244]","GO:0000244; GO:0000398; GO:0000932; GO:0005688; GO:0005737; GO:0006402; GO:0017160; GO:0019901; GO:0044822; GO:0046540; GO:0071011; GO:0071013; GO:1990726","0","PF01423;"
"CHOYP_LSM3.1.1|m.9505","Eelgrass-Bare",0.805481901756241,0.608867075398502,1.32291913013864,16,0.204458930749348,0.86344556610781,NA,0.075,0.075,"sp|P62311|LSM3_MOUSE","LSM3_MOUSE","U6 snRNA-associated Sm-like protein LSm3","Lsm3","Mus musculus (Mouse)","cytoplasmic mRNA processing body assembly [GO:0033962]; mRNA splicing, via spliceosome [GO:0000398]","GO:0000398; GO:0000932; GO:0003723; GO:0005688; GO:0030629; GO:0033962; GO:0044822; GO:0046540; GO:0071011; GO:0071013; GO:1990726","0","PF01423;"
"CHOYP_LYPA2.1.1|m.45740","Eelgrass-Bare",0.568287696841731,0.382014266542772,1.48760857018439,16,0.156296304934606,0.854358147564395,NA,0,0,"sp|Q9QYL8|LYPA2_RAT","LYPA2_RAT","Acyl-protein thioesterase 2 (APT-2) (EC 3.1.2.-) (Lysophospholipase 2) (Lysophospholipase II) (LPL-II) (LysoPLA II)","Lypla2","Rattus norvegicus (Rat)","fatty acid metabolic process [GO:0006631]; protein depalmitoylation [GO:0002084]","GO:0002084; GO:0005737; GO:0006631; GO:0008474; GO:0052689; GO:0070062","0","PF02230;"
"CHOYP_LYRM4.2.3|m.7011","Eelgrass-Bare",0.329791842394508,0.766051189956295,0.430508883372825,16,0.672568500492253,0.987007175402698,NA,0,0,"sp|Q6DCS1|LYRM4_XENLA","LYRM4_XENLA","LYR motif-containing protein 4","lyrm4 isd11","Xenopus laevis (African clawed frog)","0","GO:0005634; GO:0005739","PATHWAY: Cofactor biosynthesis; iron-sulfur cluster biosynthesis.","PF05347;"
"CHOYP_M2OM.1.1|m.11786","Eelgrass-Bare",0.0188838141113593,0.64367366944816,0.0293375587781133,16,0.976958200526633,0.99983025867803,NA,0,0,"sp|P22292|M2OM_BOVIN","M2OM_BOVIN","Mitochondrial 2-oxoglutarate/malate carrier protein (OGCP) (Solute carrier family 25 member 11)","SLC25A11 SLC20A4","Bos taurus (Bovine)","translation [GO:0006412]; transport [GO:0006810]","GO:0003735; GO:0005634; GO:0005739; GO:0005743; GO:0006412; GO:0006810; GO:0016021; GO:0044822","0","PF00153;"
"CHOYP_M3K7.4.4|m.19672","Eelgrass-Bare",-0.787613214801331,0.654753047961334,-1.20291645415577,16,0.246507411019812,0.872936622060819,NA,0,0,"sp|P0C8E4|M3K7_RAT","M3K7_RAT","Mitogen-activated protein kinase kinase kinase 7 (EC 2.7.11.25)","Map3k7","Rattus norvegicus (Rat)","activation of MAPKK activity [GO:0000186]; apoptotic process [GO:0006915]; I-kappaB phosphorylation [GO:0007252]; MAPK cascade [GO:0000165]; positive regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043123]; positive regulation of JUN kinase activity [GO:0043507]; protein phosphorylation [GO:0006468]; regulation of transcription, DNA-templated [GO:0006355]; transcription, DNA-templated [GO:0006351]","GO:0000165; GO:0000186; GO:0000287; GO:0004709; GO:0005524; GO:0005622; GO:0005737; GO:0005886; GO:0006351; GO:0006355; GO:0006468; GO:0006915; GO:0007252; GO:0043123; GO:0043507","0","PF07714;"
"CHOYP_MA1B1.1.1|m.22675","Eelgrass-Bare",-0.321736269197601,0.641890764452054,-0.501232120814589,16,0.623033472812511,0.979591620635068,NA,0,0,"sp|B2GUY0|MA1B1_RAT","MA1B1_RAT","Endoplasmic reticulum mannosyl-oligosaccharide 1,2-alpha-mannosidase (EC 3.2.1.113) (ER alpha-1,2-mannosidase) (ER mannosidase 1) (ERMan1) (Mannosidase alpha class 1B member 1)","Man1b1","Rattus norvegicus (Rat)","ER-associated ubiquitin-dependent protein catabolic process [GO:0030433]; glycoprotein ERAD pathway [GO:0097466]; mannose trimming involved in glycoprotein ERAD pathway [GO:1904382]; N-glycan processing [GO:0006491]; trimming of terminal mannose on B branch [GO:0036509]","GO:0004571; GO:0005509; GO:0005783; GO:0005789; GO:0006491; GO:0016021; GO:0030433; GO:0036509; GO:0044322; GO:0097466; GO:1903561; GO:1904382","PATHWAY: Protein modification; protein glycosylation. {ECO:0000250|UniProtKB:P32906}.","PF01532;"
"CHOYP_MA2C1.1.1|m.46709","Eelgrass-Bare",-0.34392169435586,1.06127293775279,-0.324065263629639,15,0.750363351640477,0.994438153357718,NA,0.05,0,"sp|Q91W89|MA2C1_MOUSE","MA2C1_MOUSE","Alpha-mannosidase 2C1 (EC 3.2.1.24) (Alpha-D-mannoside mannohydrolase) (Mannosidase alpha class 2C member 1)","Man2c1","Mus musculus (Mouse)","mannose metabolic process [GO:0006013]; protein deglycosylation [GO:0006517]","GO:0004559; GO:0005773; GO:0006013; GO:0006517; GO:0008270; GO:0030246","0","PF09261;PF01074;PF07748;"
"CHOYP_MAN2B1.1.1|m.38450","Eelgrass-Bare",-0.408926060512948,0.395828539196524,-1.03308887566069,16,0.316925999912637,0.906777908808755,NA,0.0214285714285715,0.0214285714285714,"sp|Q29451|MA2B1_BOVIN","MA2B1_BOVIN","Lysosomal alpha-mannosidase (Laman) (EC 3.2.1.24) (Lysosomal acid alpha-mannosidase) (Mannosidase alpha class 2B member 1) (Mannosidase alpha-B) [Cleaved into: Lysosomal alpha-mannosidase A peptide; Lysosomal alpha-mannosidase B peptide; Lysosomal alpha-mannosidase C peptide; Lysosomal alpha-mannosidase D peptide; Lysosomal alpha-mannosidase E peptide]","MAN2B1 MANB","Bos taurus (Bovine)","learning or memory [GO:0007611]; mannose metabolic process [GO:0006013]; protein deglycosylation [GO:0006517]","GO:0004559; GO:0005764; GO:0006013; GO:0006517; GO:0007611; GO:0008270; GO:0030246","0","PF09261;PF01074;PF07748;"
"CHOYP_MANL.5.9|m.42622","Eelgrass-Bare",-0.206339977245943,0.266971161221151,-0.772892383964338,16,0.450853767758944,0.955136494618119,NA,0,0,"sp|Q90YP3|RS28_ICTPU","RS28_ICTPU","40S ribosomal protein S28","rps28","Ictalurus punctatus (Channel catfish) (Silurus punctatus)","translation [GO:0006412]","GO:0003735; GO:0005840; GO:0006412","0","PF01200;"
"CHOYP_MANL.8.9|m.48353","Eelgrass-Bare",-0.731839670449296,0.619517155454999,-1.18130654495242,16,0.254742859226083,0.877281970641812,NA,0.125,0.125,"sp|P86856|MANL_MYTCA","MANL_MYTCA","Nacrein-like protein (Fragment)","0","Mytilus californianus (California mussel)","0","GO:0005576","0","PF00194;"
"CHOYP_MAPK7.1.1|m.33213","Eelgrass-Bare",-0.771791693095912,0.852954706691285,-0.904844872818378,16,0.378971128160491,0.942060864972504,NA,0,0,"sp|Q9WVS8|MK07_MOUSE","MK07_MOUSE","Mitogen-activated protein kinase 7 (MAP kinase 7) (MAPK 7) (EC 2.7.11.24) (Big MAP kinase 1) (BMK-1) (Extracellular signal-regulated kinase 5) (ERK-5)","Mapk7 Bmk1 Erk5","Mus musculus (Mouse)","cell cycle [GO:0007049]; cell differentiation [GO:0030154]; cellular response to growth factor stimulus [GO:0071363]; cellular response to hydrogen peroxide [GO:0070301]; cellular response to laminar fluid shear stress [GO:0071499]; cellular response to transforming growth factor beta stimulus [GO:0071560]; negative regulation of apoptotic process [GO:0043066]; negative regulation of endothelial cell apoptotic process [GO:2000352]; negative regulation of ERK5 cascade [GO:0070377]; negative regulation of extrinsic apoptotic signaling pathway in absence of ligand [GO:2001240]; negative regulation of heterotypic cell-cell adhesion [GO:0034115]; negative regulation of MAP kinase activity [GO:0043407]; negative regulation of NFAT protein import into nucleus [GO:0051534]; negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway [GO:1902176]; negative regulation of response to cytokine stimulus [GO:0060761]; peptidyl-serine phosphorylation [GO:0018105]; positive regulation of protein metabolic process [GO:0051247]; positive regulation of transcription from RNA polymerase II promoter [GO:0045944]; positive regulation of transcription from RNA polymerase II promoter in response to stress [GO:0036003]; protein phosphorylation [GO:0006468]; regulation of angiogenesis [GO:0045765]","GO:0004672; GO:0004674; GO:0005524; GO:0005634; GO:0005654; GO:0005737; GO:0005829; GO:0006468; GO:0007049; GO:0016605; GO:0018105; GO:0030154; GO:0034115; GO:0036003; GO:0043066; GO:0043407; GO:0045765; GO:0045944; GO:0051019; GO:0051247; GO:0051534; GO:0060761; GO:0070301; GO:0070377; GO:0071363; GO:0071499; GO:0071560; GO:1902176; GO:2000352; GO:2001240","0","PF00069;"
"CHOYP_MARE3.1.1|m.30069","Eelgrass-Bare",-0.00632880244887133,0.973226347978091,-0.0065029090735363,16,0.994891857113472,0.99983025867803,NA,0,0,"sp|Q9UPY8|MARE3_HUMAN","MARE3_HUMAN","Microtubule-associated protein RP/EB family member 3 (EB1 protein family member 3) (EBF3) (End-binding protein 3) (EB3) (RP3)","MAPRE3","Homo sapiens (Human)","cell division [GO:0051301]; mitotic nuclear division [GO:0007067]; positive regulation of cyclin-dependent protein serine/threonine kinase activity [GO:0045737]; positive regulation of microtubule plus-end binding [GO:1903033]; positive regulation of transcription, DNA-templated [GO:0045893]","GO:0005737; GO:0007067; GO:0008017; GO:0015630; GO:0030496; GO:0035371; GO:0042802; GO:0045737; GO:0045893; GO:0048471; GO:0051301; GO:1903033","0","PF00307;PF03271;"
